"Text","Language"
"a representative","English"
"a request","English"
"to require s/one to do sthg","English"
"a requirement","English"
"research","English"
"a resource","English"
"a respect","English"
"to respond (to sthg or to s/one)","English"
"a response","English"
"a responsibility","English"
"responsible","English"
"a rest","English"
"to rest","English"
"a restaurant","English"
"a result","English"
"to retain sthg","English"
"a return","English"
"to return (sthg to s/one)","English"
"to reveal sthg (to s/one)","English"
"revenue","English"
"a review","English"
"a revolution","English"
"rich","English"
"to ride (sthg)","English"
"right","English"
"a right","English"
"a ring","English"
"to ring (sthg)","English"
"a rise","English"
"to rise","English"
"a risk","English"
"a river","English"
"a road","English"
"a rock","English"
"a role","English"
"to roll sthg","English"
"a roof","English"
"a room","English"
"round","English"
"a route","English"
"a row","English"
"royal","English"
"a rule","English"
"a run","English"
"to run","English"
"rural","English"
"safe","English"
"safety","English"
"a sale","English"
"same","English"
"a sample","English"
"to satisfy sthg or s/one","English"
"to save (sthg)","English"
"to say sthg to s/one","English"
"a scale","English"
"a scene","English"
"a scheme","English"
"a school","English"
"a science","English"
"scientific","English"
"a scientist","English"
"to score sthg","English"
"a screen","English"
"a sea","English"
"a search","English"
"to search sthg (for sthg)","English"
"a season","English"
"a seat","English"
"a second","English"
"secondary","English"
"a secretary","English"
"a section","English"
"a sector","English"
"to secure sthg","English"
"a security","English"
"can see (sthg or s/one)","English"
"to see (sthg or s/one)","English"
"to seek for sthg","English"
"to seem +adj","English"
"to seem to be +adj","English"
"to select sthg","English"
"a selection","English"
"to sell (sthg (to s/one))","English"
"to send sthg (to s/one)","English"
"senior","English"
"a sense","English"
"a sentence","English"
"separate","English"
"to separate sthg (from sthg)","English"
"a sequence","English"
"a series","English"
"serious","English"
"seriously","English"
"a servant","English"
"to serve (s/one sthg)","English"
"a service","English"
"a session","English"
"a set","English"
"to set sthg s/where","English"
"to settle (sthg)","English"
"a settlement","English"
"several","English"
"severe","English"
"sex","English"
"sexual","English"
"to shake sthg","English"
"shall","English"
"a shape","English"
"a share","English"
"to share (sthg)","English"
"she","English"
"a sheet","English"
"a ship","English"
"a shoe","English"
"to shoot (sthg or s/one)","English"
"a shop","English"
"short","English"
"a shot","English"
"should","English"
"a shoulder","English"
"to shout (at s/one)","English"
"a show","English"
"to show sthg (to s/one)","English"
"to shut sthg","English"
"a side","English"
"a sight","English"
"a sign","English"
"to sign sthg","English"
"a signal","English"
"a significance","English"
"significant","English"
"a silence","English"
"similar","English"
"simple","English"
"simply","English"
"since","English"
"since","English"
"to sing sthg","English"
"single","English"
"a sir","English"
"a sister","English"
"to sit (on sthg)","English"
"a site","English"
"a situation","English"
"a size","English"
"a skill","English"
"a skin","English"
"a sky","English"
"to sleep","English"
"slightly","English"
"to slip (on sthg)","English"
"slow","English"
"slowly","English"
"small","English"
"a smile","English"
"to smile (to s/one)","English"
"so","English"
"social","English"
"a society","English"
"soft","English"
"a software","English"
"a soil","English"
"a soldier","English"
"a solicitor","English"
"a solution","English"
"some","English"
"somebody","English"
"someone","English"
"something","English"
"sometimes","English"
"somewhat","English"
"somewhere","English"
"a son","English"
"a song","English"
"soon","English"
"be sorry","English"
"a sort","English"
"a sound","English"
"to sound","English"
"a source","English"
"south","English"
"southern","English"
"a space","English"
"to speak (to s/one)","English"
"a speaker","English"
"special","English"
"a species","English"
"specific","English"
"a speech","English"
"a speed","English"
"to spend sthg","English"
"to spend time doing sthg","English"
"a spirit","English"
"a sport","English"
"a spot","English"
"to spread sthg","English"
"a spring","English"
"a staff","English"
"a stage","English"
"to stand (on somewhere)","English"
"standard","English"
"a standard","English"
"a star","English"
"to star (in sthg)","English"
"a start","English"
"to start (sthg)","English"
"a state","English"
"to state sthg (to s/one)","English"
"a statement","English"
"a station","English"
"a status","English"
"to stay (somewhere)","English"
"to steal (sthg (from s/one))","English"
"a step","English"
"to step on sthg","English"
"to stick to s/one","English"
"to stick sthg to/on sthg","English"
"still","English"
"a stock","English"
"a stone","English"
"to stop (sthg)","English"
"to stop doing sthg","English"
"to stop to do sthg","English"
"a store","English"
"a story","English"
"straight","English"
"strange","English"
"a strategy","English"
"a street","English"
"a strength","English"
"a strike","English"
"to strike (sthg or s/one)","English"
"strong","English"
"strongly","English"
"a structure","English"
"a student","English"
"a studio","English"
"a study","English"
"to study sthg","English"
"a stuff","English"
"a style","English"
"a subject","English"
"substantial","English"
"to succeed (in sthg)","English"
"to succeed (at sthg)","English"
"a success","English"
"successful","English"
"such","English"
"suddenly","English"
"to suffer (sthg)","English"
"sufficient","English"
"to suggest sthg (to s/one)","English"
"a suggestion","English"
"suitable","English"
"a sum","English"
"a summer","English"
"a sun","English"
"a supply","English"
"to supply sthg (to s/one)","English"
"a support","English"
"to support s/one","English"
"to suppose sthg","English"
"sure","English"
"surely","English"
"a surface","English"
"a surprise","English"
"to surround sthg","English"
"a survey","English"
"to survive","English"
"to switch","English"
"a system","English"
"a table","English"
"to take sthg from s/one or sthg","English"
"a talk","English"
"to talk (to s/one)","English"
"tall","English"
"a tape","English"
"a target","English"
"a task","English"
"a tax","English"
"a tea","English"
"to teach (sthg (to s/one))","English"
"to teach (s/one (about sthg))","English"
"a teacher","English"
"a teaching","English"
"a team","English"
"a tear","English"
"technical","English"
"a technique","English"
"(a) technology","English"
"a telephone","English"
"a television","English"
"to tell s/one sthg","English"
"a temperature","English"
"to tend to sthg","English"
"to tend to do sthg","English"
"a term","English"
"a terms","English"
"terrible","English"
"a test","English"
"to test sthg or s/one","English"
"a text","English"
"than","English"
"to thank s/one (for sthg)","English"
"a thanks","English"
"that","English"
"the","English"
"a theatre","English"
"their","English"
"them","English"
"a theme","English"
"themselves","English"
"then","English"
"a theory","English"
"there","English"
"therefore","English"
"these","English"
"they","English"
"thin","English"
"a thing","English"
"to think (of sthg or s/one)","English"
"to think (about sthg or s/one)","English"
"this","English"
"those","English"
"though","English"
"though","English"
"a thought","English"
"a threat","English"
"to threaten s/one (with sthg)","English"
"through","English"
"throughout","English"
"to throw (sthg (s/where))","English"
"to throw (sthg (to s/one))","English"
"thus","English"
"a ticket","English"
"a time","English"
"tiny","English"
"a title","English"
"to","English"
"today","English"
"together","English"
"tomorrow","English"
"a tone","English"
"tonight","English"
"too","English"
"a tool","English"
"a tooth","English"
"top","English"
"a top","English"
"total","English"
"a total","English"
"totally","English"
"a touch","English"
"to touch (sthg or s/one)","English"
"a tour","English"
"towards","English"
"a town","English"
"a track","English"
"a trade","English"
"a tradition","English"
"traditional","English"
"traffic","English"
"a train","English"
"to train s/one","English"
"a training","English"
"a transfer","English"
"to transfer sthg (to s/one)","English"
"a transport","English"
"to travel (s/where)","English"
"to treat s/one (to sthg)","English"
"a treatment","English"
"a treaty","English"
"a tree","English"
"a trend","English"
"a trial","English"
"a trip","English"
"a troop","English"
"a trouble","English"
"1","English"
"a trust","English"
"a truth","English"
"to try (sthg)","English"
"a turn","English"
"to turn (sthg)","English"
"twice","English"
"a type","English"
"typical","English"
"unable","English"
"under","English"
"to understand (s/one or sthg)","English"
"an understanding","English"
"to undertake sthg","English"
"unemployment","English"
"unfortunately","English"
"a union","English"
"a unit","English"
"united","English"
"a university","English"
"unless","English"
"unlikely","English"
"until","English"
"up","English"
"upon","English"
"upper","English"
"urban","English"
"us","English"
"a use","English"
"to use sthg (for sthg)","English"
"used","English"
"useful","English"
"a user","English"
"usual","English"
"usually","English"
"a value","English"
"a variation","English"
"a variety","English"
"various","English"
"to vary","English"
"vast","English"
"a vehicle","English"
"a version","English"
"very","English"
"very","English"
"via","English"
"a victim","English"
"a victory","English"
"a video","English"
"a view","English"
"a village","English"
"violence","English"
"a vision","English"
"a visit","English"
"to visit s/one","English"
"to visit s/where","English"
"a visitor","English"
"vital","English"
"a voice","English"
"a volume","English"
"a vote","English"
"to vote (for s/one or sthg)","English"
"a wage","English"
"to wait (for s/one)","English"
"a walk","English"
"to walk (to s/where)","English"
"a wall","English"
"to want sthg or s/one","English"
"a war","English"
"warm","English"
"to warn s/one (about sthg)","English"
"to wash (s/one or sthg)","English"
"to watch (s/one or sthg)","English"
"a water","English"
"a wave","English"
"a way","English"
"we","English"
"weak","English"
"a weapon","English"
"to wear sthg","English"
"a weather","English"
"a week","English"
"a weekend","English"
"a weight","English"
"to welcome s/one (to s/where)","English"
"a welfare","English"
"well","English"
"a west","English"
"western","English"
"what","English"
"whatever","English"
"when","English"
"where","English"
"whereas","English"
"whether","English"
"which","English"
"while","English"
"a while","English"
"whilst","English"
"white","English"
"who","English"
"whole","English"
"a whole","English"
"whom","English"
"whose","English"
"why","English"
"wide","English"
"widely","English"
"a wife","English"
"wild","English"
"will do / be / ...","English"
"a will","English"
"to win sthg","English"
"a wind","English"
"a window","English"
"a wine","English"
"a wing","English"
"a winner","English"
"a winter","English"
"to wish for sthg","English"
"with","English"
"to withdraw from sthg","English"
"within","English"
"without","English"
"a woman","English"
"to wonder about s/one or sthg","English"
"wonderful","English"
"wood","English"
"a word","English"
"work","English"
"to work","English"
"a worker","English"
"working","English"
"a works","English"
"a world","English"
"to worry about sthg or s/one","English"
"worth","English"
"would be / do /....","English"
"to write (sthg (to s/one))","English"
"a writer","English"
"a writing","English"
"wrong","English"
"a yard","English"
"yeah","English"
"a year","English"
"yes","English"
"yesterday","English"
"yet","English"
"you","English"
"young","English"
"your","English"
"yourself","English"
"youth","English"
"a youth","English"
"阿姨","Chinese"
"啊","Chinese"
"唉","Chinese"
"哎哟","Chinese"
"挨","Chinese"
"癌症","Chinese"
"矮","Chinese"
"爱","Chinese"
"爱不释手","Chinese"
"爱戴","Chinese"
"爱好","Chinese"
"爱护","Chinese"
"暧昧","Chinese"
"爱情","Chinese"
"爱惜","Chinese"
"爱心","Chinese"
"安静","Chinese"
"安居乐业","Chinese"
"安宁","Chinese"
"安排","Chinese"
"安全","Chinese"
"安慰","Chinese"
"安详","Chinese"
"安置","Chinese"
"安装","Chinese"
"岸","Chinese"
"暗","Chinese"
"案件","Chinese"
"案例","Chinese"
"按摩","Chinese"
"按时","Chinese"
"暗示","Chinese"
"按照","Chinese"
"昂贵","Chinese"
"凹凸","Chinese"
"熬","Chinese"
"奥秘","Chinese"
"八","Chinese"
"扒","Chinese"
"疤","Chinese"
"巴不得","Chinese"
"巴结","Chinese"
"拔苗助长","Chinese"
"把","Chinese"
"把关","Chinese"
"把手","Chinese"
"把握","Chinese"
"把戏","Chinese"
"爸爸","Chinese"
"霸道","Chinese"
"罢工","Chinese"
"吧","Chinese"
"掰","Chinese"
"白","Chinese"
"摆","Chinese"
"百","Chinese"
"百分点","Chinese"
"摆脱","Chinese"
"拜访","Chinese"
"败坏","Chinese"
"拜年","Chinese"
"拜托","Chinese"
"搬","Chinese"
"班","Chinese"
"颁布","Chinese"
"颁发","Chinese"
"斑纹","Chinese"
"班主任","Chinese"
"版本","Chinese"
"半","Chinese"
"办法","Chinese"
"办公室","Chinese"
"办理","Chinese"
"伴侣","Chinese"
"伴随","Chinese"
"半途而废","Chinese"
"扮演","Chinese"
"帮忙","Chinese"
"帮助","Chinese"
"绑架","Chinese"
"榜样","Chinese"
"棒","Chinese"
"磅","Chinese"
"傍晚","Chinese"
"包","Chinese"
"包庇","Chinese"
"包袱","Chinese"
"包裹","Chinese"
"包含","Chinese"
"包括","Chinese"
"包围","Chinese"
"包装","Chinese"
"包子","Chinese"
"薄","Chinese"
"饱","Chinese"
"宝贝","Chinese"
"保持","Chinese"
"保存","Chinese"
"保管","Chinese"
"宝贵","Chinese"
"饱和","Chinese"
"保护","Chinese"
"饱经沧桑","Chinese"
"保留","Chinese"
"保密","Chinese"
"保姆","Chinese"
"保守","Chinese"
"保卫","Chinese"
"保险","Chinese"
"保养","Chinese"
"保障","Chinese"
"保证","Chinese"
"保重","Chinese"
"抱","Chinese"
"报仇","Chinese"
"报酬","Chinese"
"报答","Chinese"
"报到","Chinese"
"报道","Chinese"
"爆发","Chinese"
"报复","Chinese"
"抱负","Chinese"
"报告","Chinese"
"曝光","Chinese"
"暴力","Chinese"
"暴露","Chinese"
"报名","Chinese"
"抱歉","Chinese"
"报社","Chinese"
"报销","Chinese"
"抱怨","Chinese"
"爆炸","Chinese"
"报纸","Chinese"
"悲哀","Chinese"
"卑鄙","Chinese"
"悲惨","Chinese"
"悲观","Chinese"
"杯子","Chinese"
"北方","Chinese"
"北极","Chinese"
"北京","Chinese"
"倍","Chinese"
"被","Chinese"
"背","Chinese"
"被动","Chinese"
"备份","Chinese"
"被告","Chinese"
"背景","Chinese"
"贝壳","Chinese"
"背叛","Chinese"
"背诵","Chinese"
"备忘录","Chinese"
"被子","Chinese"
"奔波","Chinese"
"奔驰","Chinese"
"本","Chinese"
"本科","Chinese"
"本来","Chinese"
"本领","Chinese"
"本能","Chinese"
"本钱","Chinese"
"本人","Chinese"
"本身","Chinese"
"本事","Chinese"
"本着","Chinese"
"本质","Chinese"
"笨","Chinese"
"笨拙","Chinese"
"崩溃","Chinese"
"甭","Chinese"
"蹦","Chinese"
"迸发","Chinese"
"逼迫","Chinese"
"鼻涕","Chinese"
"鼻子","Chinese"
"比","Chinese"
"彼此","Chinese"
"比方","Chinese"
"笔记本","Chinese"
"比较","Chinese"
"比例","Chinese"
"比如","Chinese"
"比赛","Chinese"
"比喻","Chinese"
"比重","Chinese"
"臂","Chinese"
"弊病","Chinese"
"必定","Chinese"
"弊端","Chinese"
"毕竟","Chinese"
"避免","Chinese"
"必然","Chinese"
"闭塞","Chinese"
"必需","Chinese"
"必须","Chinese"
"必要","Chinese"
"毕业","Chinese"
"碧玉","Chinese"
"鞭策","Chinese"
"编辑","Chinese"
"边疆","Chinese"
"边界","Chinese"
"边境","Chinese"
"鞭炮","Chinese"
"边缘","Chinese"
"编织 ","Chinese"
"扁","Chinese"
"贬低","Chinese"
"贬义","Chinese"
"便","Chinese"
"遍","Chinese"
"遍布","Chinese"
"变故","Chinese"
"辩护","Chinese"
"变化","Chinese"
"辩解","Chinese"
"便利","Chinese"
"辩论","Chinese"
"变迁","Chinese"
"辨认","Chinese"
"便条","Chinese"
"便于","Chinese"
"辩证","Chinese"
"变质","Chinese"
"辫子","Chinese"
"标本","Chinese"
"标点","Chinese"
"标记","Chinese"
"飙升","Chinese"
"标题","Chinese"
"标志","Chinese"
"标准","Chinese"
"表达","Chinese"
"表格","Chinese"
"表决","Chinese"
"表面","Chinese"
"表明","Chinese"
"表情","Chinese"
"表示","Chinese"
"表态","Chinese"
"表现","Chinese"
"表演","Chinese"
"表扬","Chinese"
"表彰","Chinese"
"憋","Chinese"
"别","Chinese"
"别人","Chinese"
"别墅","Chinese"
"别致","Chinese"
"别扭","Chinese"
"宾馆","Chinese"
"濒临","Chinese"
"冰雹","Chinese"
"冰箱","Chinese"
"丙","Chinese"
"饼干","Chinese"
"并存","Chinese"
"病毒","Chinese"
"并非","Chinese"
"并列","Chinese"
"并且","Chinese"
"拨打","Chinese"
"播放","Chinese"
"波浪","Chinese"
"玻璃","Chinese"
"波涛汹涌","Chinese"
"剥削","Chinese"
"播种","Chinese"
"博大精深","Chinese"
"搏斗","Chinese"
"博览会","Chinese"
"伯母","Chinese"
"薄弱","Chinese"
"博士","Chinese"
"博物馆","Chinese"
"脖子","Chinese"
"补偿","Chinese"
"补充","Chinese"
"补救","Chinese"
"哺乳","Chinese"
"补贴","Chinese"
"捕捉","Chinese"
"不","Chinese"
"布","Chinese"
"不安","Chinese"
"不必","Chinese"
"不但","Chinese"
"不得不","Chinese"
"不得了","Chinese"
"不得已","Chinese"
"不断","Chinese"
"步伐","Chinese"
"不妨","Chinese"
"部分","Chinese"
"不敢当","Chinese"
"布告","Chinese"
"不顾","Chinese"
"不管","Chinese"
"不过","Chinese"
"不好意思","Chinese"
"不见得","Chinese"
"不禁","Chinese"
"不仅","Chinese"
"布局","Chinese"
"不堪","Chinese"
"不可思议","Chinese"
"不客气","Chinese"
"不愧","Chinese"
"不料","Chinese"
"部门","Chinese"
"不免","Chinese"
"不耐烦","Chinese"
"不然","Chinese"
"不如","Chinese"
"不时","Chinese"
"部署","Chinese"
"部位","Chinese"
"不惜","Chinese"
"不相上下","Chinese"
"不像话","Chinese"
"不屑一顾","Chinese"
"不言而喻","Chinese"
"不要紧","Chinese"
"不由得","Chinese"
"不择手段","Chinese"
"不止","Chinese"
"布置","Chinese"
"步骤","Chinese"
"不足","Chinese"
"擦","Chinese"
"猜","Chinese"
"才","Chinese"
"财产","Chinese"
"裁缝","Chinese"
"财富","Chinese"
"才干","Chinese"
"材料","Chinese"
"裁判","Chinese"
"财务","Chinese"
"裁员","Chinese"
"财政","Chinese"
"踩","Chinese"
"采访","Chinese"
"采购","Chinese"
"彩虹","Chinese"
"采集","Chinese"
"采纳","Chinese"
"彩票","Chinese"
"采取","Chinese"
"菜","Chinese"
"菜单","Chinese"
"参观","Chinese"
"参加","Chinese"
"参考","Chinese"
"参谋","Chinese"
"餐厅","Chinese"
"参与","Chinese"
"参照","Chinese"
"残疾","Chinese"
"残酷","Chinese"
"惭愧","Chinese"
"残留","Chinese"
"残忍","Chinese"
"灿烂","Chinese"
"舱","Chinese"
"苍白","Chinese"
"仓促","Chinese"
"仓库","Chinese"
"操场","Chinese"
"操劳","Chinese"
"操练","Chinese"
"操心","Chinese"
"操纵","Chinese"
"操作","Chinese"
"嘈杂","Chinese"
"草","Chinese"
"草案","Chinese"
"草率","Chinese"
"册","Chinese"
"策划","Chinese"
"测量","Chinese"
"策略","Chinese"
"侧面","Chinese"
"厕所","Chinese"
"测验","Chinese"
"层","Chinese"
"层出不穷","Chinese"
"层次","Chinese"
"曾经","Chinese"
"插","Chinese"
"差别","Chinese"
"差距","Chinese"
"叉子","Chinese"
"茶","Chinese"
"查获","Chinese"
"岔","Chinese"
"差","Chinese"
"差不多","Chinese"
"刹那","Chinese"
"诧异","Chinese"
"拆","Chinese"
"柴油","Chinese"
"搀","Chinese"
"馋","Chinese"
"缠绕","Chinese"
"产品","Chinese"
"产生","Chinese"
"阐述","Chinese"
"产业","Chinese"
"颤抖","Chinese"
"猖狂","Chinese"
"昌盛","Chinese"
"尝","Chinese"
"长","Chinese"
"长城","Chinese"
"偿还","Chinese"
"长江","Chinese"
"常年","Chinese"
"常识","Chinese"
"尝试","Chinese"
"长途","Chinese"
"常务","Chinese"
"场","Chinese"
"场合","Chinese"
"敞开","Chinese"
"场面","Chinese"
"场所","Chinese"
"倡导","Chinese"
"唱歌","Chinese"
"畅通","Chinese"
"畅销","Chinese"
"倡议","Chinese"
"抄","Chinese"
"超过","Chinese"
"超级","Chinese"
"钞票","Chinese"
"超市","Chinese"
"超越","Chinese"
"朝","Chinese"
"朝代","Chinese"
"潮流","Chinese"
"潮湿","Chinese"
"嘲笑","Chinese"
"吵","Chinese"
"炒","Chinese"
"吵架","Chinese"
"车库","Chinese"
"车厢","Chinese"
"彻底","Chinese"
"撤退","Chinese"
"撤销","Chinese"
"沉淀","Chinese"
"陈旧","Chinese"
"陈列","Chinese"
"沉闷","Chinese"
"沉默","Chinese"
"陈述","Chinese"
"沉思","Chinese"
"沉重","Chinese"
"沉着","Chinese"
"趁","Chinese"
"衬衫","Chinese"
"称心如意","Chinese"
"称","Chinese"
"称号","Chinese"
"称呼","Chinese"
"称赞","Chinese"
"乘","Chinese"
"橙","Chinese"
"盛","Chinese"
"承办","Chinese"
"承包","Chinese"
"城堡","Chinese"
"成本","Chinese"
"承担","Chinese"
"程度","Chinese"
"惩罚","Chinese"
"成分","Chinese"
"成功","Chinese"
"成果","Chinese"
"成绩","Chinese"
"成交","Chinese"
"成就","Chinese"
"诚恳","Chinese"
"成立","Chinese"
"承诺","Chinese"
"澄清","Chinese"
"承认","Chinese"
"诚实","Chinese"
"城市","Chinese"
"承受","Chinese"
"成熟","Chinese"
"成天","Chinese"
"成为","Chinese"
"乘务员","Chinese"
"呈现","Chinese"
"成效","Chinese"
"成心","Chinese"
"程序","Chinese"
"成语","Chinese"
"成员","Chinese"
"成长","Chinese"
"诚挚","Chinese"
"乘坐","Chinese"
"秤","Chinese"
"吃","Chinese"
"吃惊","Chinese"
"吃苦","Chinese"
"吃亏","Chinese"
"吃力","Chinese"
"迟到","Chinese"
"迟缓","Chinese"
"持久","Chinese"
"池塘","Chinese"
"持续","Chinese"
"迟疑","Chinese"
"池子","Chinese"
"尺子","Chinese"
"翅膀","Chinese"
"赤道","Chinese"
"赤字","Chinese"
"冲","Chinese"
"充当","Chinese"
"充电器","Chinese"
"冲动","Chinese"
"充分","Chinese"
"冲击","Chinese"
"充满","Chinese"
"充沛","Chinese"
"充实","Chinese"
"冲突","Chinese"
"充足","Chinese"
"崇拜","Chinese"
"重叠","Chinese"
"重复","Chinese"
"崇高","Chinese"
"崇敬","Chinese"
"重新","Chinese"
"重阳节","Chinese"
"宠物","Chinese"
"抽空","Chinese"
"抽屉","Chinese"
"抽象","Chinese"
"抽烟","Chinese"
"筹备","Chinese"
"踌躇","Chinese"
"稠密","Chinese"
"丑","Chinese"
"丑恶","Chinese"
"臭","Chinese"
"出","Chinese"
"出版","Chinese"
"初步","Chinese"
"出差","Chinese"
"出发","Chinese"
"初级","Chinese"
"出口","Chinese"
"出路","Chinese"
"出卖","Chinese"
"出色","Chinese"
"出身","Chinese"
"出神","Chinese"
"出生","Chinese"
"出席","Chinese"
"出息","Chinese"
"出现","Chinese"
"出洋相","Chinese"
"出租车","Chinese"
"除","Chinese"
"厨房","Chinese"
"除非","Chinese"
"除了","Chinese"
"除夕","Chinese"
"储备","Chinese"
"储存","Chinese"
"处分","Chinese"
"处境","Chinese"
"处理","Chinese"
"储蓄","Chinese"
"处置","Chinese"
"触犯","Chinese"
"穿","Chinese"
"川流不息","Chinese"
"穿越","Chinese"
"船","Chinese"
"传播","Chinese"
"船舶","Chinese"
"传达","Chinese"
"传单","Chinese"
"传递","Chinese"
"传染","Chinese"
"传授","Chinese"
"传说","Chinese"
"传统","Chinese"
"传真","Chinese"
"喘气","Chinese"
"串","Chinese"
"窗户","Chinese"
"窗帘","Chinese"
"床单","Chinese"
"闯","Chinese"
"创立","Chinese"
"创新","Chinese"
"创业","Chinese"
"创造","Chinese"
"创作","Chinese"
"吹","Chinese"
"吹牛","Chinese"
"吹捧","Chinese"
"锤","Chinese"
"垂直","Chinese"
"春","Chinese"
"纯粹","Chinese"
"纯洁","Chinese"
"磁带","Chinese"
"词典","Chinese"
"词汇","Chinese"
"慈祥","Chinese"
"雌雄","Chinese"
"词语","Chinese"
"辞职","Chinese"
"此外","Chinese"
"刺","Chinese"
"次","Chinese"
"伺候","Chinese"
"刺激","Chinese"
"次品","Chinese"
"次序","Chinese"
"次要","Chinese"
"匆忙","Chinese"
"聪明","Chinese"
"从","Chinese"
"丛","Chinese"
"从此","Chinese"
"从而","Chinese"
"从来","Chinese"
"从前","Chinese"
"从容不迫","Chinese"
"从事","Chinese"
"凑合","Chinese"
"粗鲁","Chinese"
"粗心","Chinese"
"醋","Chinese"
"促进","Chinese"
"促使","Chinese"
"窜","Chinese"
"催","Chinese"
"摧残","Chinese"
"脆弱","Chinese"
"存","Chinese"
"存在","Chinese"
"搓","Chinese"
"磋商","Chinese"
"错","Chinese"
"措施","Chinese"
"错误","Chinese"
"挫折","Chinese"
"搭","Chinese"
"搭档","Chinese"
"搭配","Chinese"
"答应","Chinese"
"答案","Chinese"
"答辩","Chinese"
"达成","Chinese"
"达到","Chinese"
"答复","Chinese"
"打扮","Chinese"
"打包","Chinese"
"打电话","Chinese"
"打工","Chinese"
"打官司","Chinese"
"打击","Chinese"
"打架","Chinese"
"打交道","Chinese"
"打篮球","Chinese"
"打量","Chinese"
"打猎","Chinese"
"打喷嚏","Chinese"
"打扰","Chinese"
"打扫","Chinese"
"打算","Chinese"
"打听","Chinese"
"打印","Chinese"
"打仗","Chinese"
"打招呼","Chinese"
"打折","Chinese"
"打针","Chinese"
"大","Chinese"
"大不了","Chinese"
"大臣","Chinese"
"大方","Chinese"
"大概","Chinese"
"大伙儿","Chinese"
"大家","Chinese"
"大厦","Chinese"
"大使馆","Chinese"
"大肆","Chinese"
"大体","Chinese"
"大象","Chinese"
"大型","Chinese"
"大意","Chinese"
"大约","Chinese"
"大致","Chinese"
"呆","Chinese"
"歹徒","Chinese"
"带","Chinese"
"戴","Chinese"
"代表","Chinese"
"逮捕","Chinese"
"大夫","Chinese"
"代价","Chinese"
"贷款","Chinese"
"代理","Chinese"
"带领","Chinese"
"怠慢","Chinese"
"代替","Chinese"
"待遇","Chinese"
"担保","Chinese"
"单纯","Chinese"
"单调","Chinese"
"单独","Chinese"
"担任","Chinese"
"单位","Chinese"
"耽误","Chinese"
"担心","Chinese"
"单元","Chinese"
"胆怯","Chinese"
"胆小鬼","Chinese"
"淡","Chinese"
"蛋白质","Chinese"
"诞辰","Chinese"
"蛋糕","Chinese"
"淡季","Chinese"
"诞生","Chinese"
"但是","Chinese"
"淡水","Chinese"
"当","Chinese"
"当场","Chinese"
"当初","Chinese"
"当代","Chinese"
"当地","Chinese"
"当面","Chinese"
"当前","Chinese"
"当然","Chinese"
"当时","Chinese"
"当事人","Chinese"
"当务之急","Chinese"
"当心","Chinese"
"当选","Chinese"
"党","Chinese"
"挡","Chinese"
"档案","Chinese"
"档次","Chinese"
"刀","Chinese"
"岛","Chinese"
"倒闭","Chinese"
"导弹","Chinese"
"导航","Chinese"
"捣乱","Chinese"
"倒霉","Chinese"
"导向","Chinese"
"导演","Chinese"
"导游","Chinese"
"岛屿","Chinese"
"导致","Chinese"
"倒","Chinese"
"到","Chinese"
"到处","Chinese"
"到达","Chinese"
"道德","Chinese"
"到底","Chinese"
"稻谷","Chinese"
"道理","Chinese"
"道歉","Chinese"
"盗窃","Chinese"
"得不偿失","Chinese"
"得力","Chinese"
"得天独厚","Chinese"
"得意","Chinese"
"得罪","Chinese"
"的","Chinese"
"得","Chinese"
"地","Chinese"
"得","Chinese"
"灯","Chinese"
"蹬","Chinese"
"登机牌","Chinese"
"登记","Chinese"
"灯笼","Chinese"
"登陆","Chinese"
"登录","Chinese"
"等","Chinese"
"等","Chinese"
"等待","Chinese"
"等候","Chinese"
"等级","Chinese"
"等于","Chinese"
"瞪","Chinese"
"低","Chinese"
"滴","Chinese"
"堤坝 ","Chinese"
"的确","Chinese"
"敌人","Chinese"
"敌视","Chinese"
"底","Chinese"
"抵达","Chinese"
"抵抗","Chinese"
"抵制","Chinese"
"递","Chinese"
"地步","Chinese"
"地道","Chinese"
"弟弟","Chinese"
"地方","Chinese"
"地理","Chinese"
"地球","Chinese"
"地区","Chinese"
"地势","Chinese"
"地毯","Chinese"
"地铁","Chinese"
"地图","Chinese"
"地位","Chinese"
"第一","Chinese"
"递增","Chinese"
"地震","Chinese"
"地址","Chinese"
"地质","Chinese"
"颠簸","Chinese"
"颠倒","Chinese"
"点","Chinese"
"典礼","Chinese"
"点头","Chinese"
"点心","Chinese"
"典型","Chinese"
"点缀","Chinese"
"垫","Chinese"
"电池","Chinese"
"奠定","Chinese"
"惦记","Chinese"
"电脑","Chinese"
"电视","Chinese"
"电台","Chinese"
"电梯","Chinese"
"电影","Chinese"
"电源","Chinese"
"电子邮件","Chinese"
"叼","Chinese"
"雕刻","Chinese"
"雕塑","Chinese"
"吊","Chinese"
"掉","Chinese"
"钓","Chinese"
"调查","Chinese"
"调动","Chinese"
"跌","Chinese"
"丁","Chinese"
"盯","Chinese"
"叮嘱","Chinese"
"顶","Chinese"
"定期","Chinese"
"定义","Chinese"
"丢","Chinese"
"丢人","Chinese"
"丢三落四","Chinese"
"东","Chinese"
"冬","Chinese"
"东道主","Chinese"
"东西","Chinese"
"东张西望","Chinese"
"懂","Chinese"
"董事长","Chinese"
"冻","Chinese"
"栋","Chinese"
"洞","Chinese"
"动荡","Chinese"
"动画片","Chinese"
"动机","Chinese"
"冻结","Chinese"
