"Text","Language"
"rời rạc hơn chủ yếu thông qua đường khẩu ngữ qua sự tiếp xúc giữa","Vietnamese"
"sự tiếp nhận các từ ngữ Hán một cách có hệ thống qua đường sách vở","Vietnamese"
"đọc theo ngữ âm đời Đường tuân thủ nguyên tắc ngữ","Vietnamese"
"chúng hiện diện một số lĩnh vực của đời sống xã hội.","Vietnamese"
"thâm nhập vào tiếng Việt. Sự ảnh hưởng này là do tiếng Pháp","Vietnamese"
"Nhìn chung, khi đưa vào tiếng Việt, những từ này đã Việt hoá về mặt âm đọc","Vietnamese"
"thêm thanh điệu, thay đổi âm hoặc giảm bớt âm tiết","Vietnamese"
"Những từ đơn âm tiết (hoặc đơn âm hoá), vay mượn qua khẩu ngữ thâm nhập vào tiếng Việt. ","Vietnamese"
"iếng Việt phổ thông tiếp nhận 1 phần tiếng dân tộc thiểu số,","Vietnamese"
"từ thông dụng và tên riêng của người hay địa vật và","Vietnamese"
"Các từ này có thể có vần "phi Việt". Quá trình này diễn ra trong lịch sử","Vietnamese"
"Chữ Quốc ngữ từ lúc ra đời tuy có hơn 200 năm hình thành và phát triển","Vietnamese"
"nhưng chưa đủ phổ biến để là văn tự chính ở Việt Nam v","Vietnamese"
"chính của tiếng Việt trong hàng trăm năm qua, đang ","Vietnamese"
"Được mọi người trong xã hội sử dụng phổ biến nên không có lý ","Vietnamese"
"chính quyền thuộc địa bảo hộ chữ Quốc ngữ và cổ súy thay thế chữ Hán Nôm để tiếng Việt đồng văn tự Latinh vớ","Vietnamese"
"Kỳ và Trung Kỳ để dễ dàng phổ biến tiếng Ph","Vietnamese"
"Còn các nhà cải cách Việt Nam ủng hộ việc truyền bá hệ chữ L","Vietnamese"
"ấn dân khí. Cải cách giáo dục năm 1906 của vu","Vietnamese"
"ũng bao gồm chương trình dạy chữ Quốc ngữ. ","Vietnamese"
"rong giai đoạn này, sự bóc lột","Vietnamese"
"Việt Nam Dân chủ Cộng hòa lập quốc","Vietnamese"
"u nhanh chóng giải quyết nạn mù chữ bằng cách đẩy mạnh dạy ","Vietnamese"
"cho người dân. Chữ Hán và chữ Nôm vẫn được một lượng ngư","Vietnamese"
"ệt sử dụng song song cùng chữ Quốc ngữ, nhưng đến nă","Vietnamese"
"hỏi chương trình giáo dục của Việt Nam Dân chủ Cộng hòa vì độ phổ biến ở Việt Nam không còn nhiều.","Vietnamese"
"ại Việt Nam hiện nay, người dân chủ yếu sử dụng chữ Quốc ngữ là chính, c","Vietnamese"
"chữ Hán và chữ Nôm thường dùng trong các hoạt động liên quan","Vietnamese"
"tìm hiểu lịch sử và văn học cổ, và được giảng dạy t","Vietnamese"
"rong chuyên ngành Hán Nôm bậc đại học cũng như tại c","Vietnamese"
"ổ chức phong trào dạy học chữ Hán và chữ N","Vietnamese"
"ử dụng trong tiếng Việt. Trái ngược lại là cộng đồn","Vietnamese"
"ông bị ảnh hưởng bởi chính sách thay","Vietnamese"
"ữ Nôm bằng chữ Quốc ngữ của Thực dân Pháp","Vietnamese"
"p đô hộ), những thế hệ con cháu ở đây không bị gián đoạn chuyện đi học và không bị mù chữ","Vietnamese"
"Người Kinh bản địa ở Đông Hưng vẫn duy trì được sự phổ biến của chữ Hán và chữ Nôm trong cộng đồng và vẫn dùn","Vietnamese"
"ăn tự chính cho tiếng Việt ở thời hiện đại giống ","Vietnamese"
"người Việt xưa, thay vì dùng chữ Latin","Vietnamese"
"Do ký tự có dấu phải mã hóa mất lượng bộ nhớ","Vietnamese"
"ớn hơn ký tự không dấu, việc tin nhắn","Vietnamese"
"ước đây người Việt thường nhắn tin","Vietnamese"
"chữ Việt Nam được cho là việc đổi ngược lại của quốc hiệu","Vietnamese"
"trong các quốc hiệu Đại Cồ Việt và Đại Việt","Vietnamese"
"Các nhà nước trong lịch sử Việt Nam có những quốc hiệu khác nhau","Vietnamese"
"các phương tiện thông tin đại chúng","Vietnamese"
"Dựa trên từ vựng cơ bản và ngữ pháp, tiếng Việt được phân loại là một ngôn ngữ thuộc","Vietnamese"
"Tiếng Việt là ngôn ngữ có nhiều người nói nhất trong ngữ hệ này ","Vietnamese"
"nhiều hơn tổng số người nói của tất cả các ngôn ngữ còn lại trong ngữ hệ","Vietnamese"
"Tiếng Việt cũng chịu nhiều ảnh hưởng về từ tiếng Hán","Vietnamese"
"do vậy là ngôn ngữ có it điểm tương đồng nhất với các ngôn ngữ khác trong ngữ hệ Nam Á","Vietnamese"
"Trước thế kỉ 20, tiếng Việt thường được viết bằng","Vietnamese"
"chính tiếng Việt ở Việt Nam được viết bằng chữ Quốc ngữ theo","Vietnamese"
"Về sau, qua quá trình giao thoa với Hoa ngữ và nhất là với các ngữ thuộc","Vietnamese"
"hống thanh điệu trong tiếng Việt xuất hiện và có diện mạo như ngày nay, theo quy luật hình thành thanh điệu","Vietnamese"
"rong quá trình biến đổi, các phụ âm cuối rụng đi làm thay đổi các kết thúc âm tiết ","Vietnamese"
"với các tiếng nước ngoài khác). Hiện nay có 1945","Vietnamese"
"bảo hộ sử dụng nhằm thay thế chữ Hán với chữ Nôm để đồng văn tự vớ","Vietnamese"
"Cùng thời gian này, ai đó xây riêng 1 hệ thống chữ viết cho người Việt theo nguyên tắc ghi âm tiết phát triển","Vietnamese"
"hững khái niệm chính trị xã hội, kỹ thuật mới dẫn đến việc nhập các thuật ngữ","Vietnamese"
"có xu hướng chuyển sang sử dụng","Vietnamese"
"Anh thay vì từ âm của ngôn ngữ gốc, dịch trung gian tên riêng qua tiếng Anh hoặc tiếng Trung)","Vietnamese"
"Các từ và từ tố Hán Việt tạo ra các từ ngữ mới cho tiếng Việt như sĩ diện, phi công, bao gồm, sống động, sinh đẻ, vân vân","Vietnamese"
"ầng lớp trí thức mở rộng tạo tiền đề cho một nền văn chương của người Việt bằng cổ văn phát triển với các áng văn ","Vietnamese"
"quan hệ Bắc-Nam đã kết nối lại. Gần đây, sự phổ biến hơn của các phương tiện truyền thanh và truyền hình trên toàn quốc góp phần chuẩn hóa tiếng Việ","Vietnamese"
"Những người làm việc ở mảng ","Vietnamese"
"và phương tiện truyền thông đôi khi đưa tên riêng nước ngoài đưa vào tiếng Việt lại thiếu tìm hiểu và chọn lọc ","Vietnamese"
"Anh thay vì từ âm của ngôn ngữ gốc, dịch trung gian tên riêng qua tiếng Anh hoặc tiếng Trung)","Vietnamese"
"khiến mọi người theo dõi cũng dùng sai theo, trải qua một thời gian dài","Vietnamese"
"sửa lại đúng tương ứng với ngôn ngữ gốc được","Vietnamese"
"truyền thông Việt Nam hay dùng nguồn tin tiếng Anh thay vì tiếng Nhật","Vietnamese"
"Tiếng Việt có sự thay đổi trong giọng nói từ Bắc vào Nam,","Vietnamese"
"Những tiếng địa phương này khác nhau ở giọng điệu và từ địa phương","Vietnamese"
"mọi âm tiết của tiếng Việt luôn mang 1 thanh điệu nào đó","Vietnamese"
"Do các thanh điệu của tiếng Việt trong chữ quốc ngữ biểu thị bằng các dấu thanh còn","Vietnamese"
"gọi là dấu nên một số người quen gọi các thanh điệu của tiếng Việt là các","Vietnamese"
"Có sự khác biệt về số lượng thanh điệu và ","Vietnamese"
"ủa thanh điệu giữa các phương ngôn của tiếng Việt, thanh điệu có tê","Vietnamese"
"có tên gọi giống nhau không đồng nghĩa với việc nói chúng sẽ giống nhau trong m","Vietnamese"
"hương ngôn của tiếng Việt. Phương ngôn tiếng Việt Bắc","Vietnamese"
" 6 thanh điệu, phương ngôn tiếng Việt Trung Bộ và Nam Bộ có 5 thanh điệu. Thanh điệu của tiếng Việt tiêu chuẩn gồm 6 thanh: ngang (còn gọi là thanh không dấu do chữ quốc ngữ không có dấu thanh cho thanh ","Vietnamese"
"hưng lại thiếu các quy định cụ thể về việc lấy cách phát âm tro","Vietnamese"
"hương ngôn nào của tiếng Việt làm cách phát âm tiêu chuẩn cho 6 thanh điệu này.","Vietnamese"
"Các quan hệ ngữ pháp thể hiện chủ yếu thông qua hệ thống","Vietnamese"
"à cách sắp xếp trật tự từ trong câu. Trật tự từ thông dụng nhất trong ","Vietnamese"
"Tuy nhiên, trật tự trong câu có thể trong một số trường hợp sắp xếp theo kiểu ngô","Vietnamese"
" nổi bật chủ đề, vì thế mà 1 câu có thể theo trật tự Phụ ng","Vietnamese"
"Vị trí các từ sắp xếp theo thứ tự, từ mang ý chính đứng trước từ mang ý phụ đứng sau ","Vietnamese"
"ổ sung nghĩa cho từ mang ý chính, tương tự như danh từ đứng trước tính từ","Vietnamese"
"au bổ sung nghĩa cho danh từ.","Vietnamese"
"những từ xuất hiện lâu hơn trong tiếng Việt, biểu thị những","Vietnamese"
"khái niệm cơ bản nhất trong đời sống hằng ngày","Vietnamese"
"Do có sự tiếp xúc từ sớm hơn với các ngôn ngữ nhóm Tày","Vietnamese"
"ác từ tương ứng trong các tiếng này có sự giống nhau nhất định về","Vietnamese"
"Sự tiếp xúc giữa tiếng Việt và ","Vietnamese"
"rời rạc hơn chủ yếu thông qua đường khẩu ngữ qua sự tiếp xúc giữa","Vietnamese"
"sự tiếp nhận các từ ngữ Hán một cách có hệ thống qua đường sách vở","Vietnamese"
"đọc theo ngữ âm đời Đường tuân thủ nguyên tắc ngữ","Vietnamese"
"chúng hiện diện một số lĩnh vực của đời sống xã hội.","Vietnamese"
"thâm nhập vào tiếng Việt. Sự ảnh hưởng này là do tiếng Pháp","Vietnamese"
"Nhìn chung, khi đưa vào tiếng Việt, những từ này đã Việt hoá về mặt âm đọc","Vietnamese"
"thêm thanh điệu, thay đổi âm hoặc giảm bớt âm tiết","Vietnamese"
"Những từ đơn âm tiết (hoặc đơn âm hoá), vay mượn qua khẩu ngữ thâm nhập vào tiếng Việt. ","Vietnamese"
"iếng Việt phổ thông tiếp nhận 1 phần tiếng dân tộc thiểu số,","Vietnamese"
"từ thông dụng và tên riêng của người hay địa vật và","Vietnamese"
"Các từ này có thể có vần "phi Việt". Quá trình này diễn ra trong lịch sử","Vietnamese"
"Chữ Quốc ngữ từ lúc ra đời tuy có hơn 200 năm hình thành và phát triển","Vietnamese"
"nhưng chưa đủ phổ biến để là văn tự chính ở Việt Nam v","Vietnamese"
"chính của tiếng Việt trong hàng trăm năm qua, đang ","Vietnamese"
"Được mọi người trong xã hội sử dụng phổ biến nên không có lý ","Vietnamese"
"chính quyền thuộc địa bảo hộ chữ Quốc ngữ và cổ súy thay thế chữ Hán Nôm để tiếng Việt đồng văn tự Latinh vớ","Vietnamese"
"Kỳ và Trung Kỳ để dễ dàng phổ biến tiếng Ph","Vietnamese"
"Còn các nhà cải cách Việt Nam ủng hộ việc truyền bá hệ chữ L","Vietnamese"
"ấn dân khí. Cải cách giáo dục năm 1906 của vu","Vietnamese"
"ũng bao gồm chương trình dạy chữ Quốc ngữ. ","Vietnamese"
"rong giai đoạn này, sự bóc lột","Vietnamese"
"Việt Nam Dân chủ Cộng hòa lập quốc","Vietnamese"
"u nhanh chóng giải quyết nạn mù chữ bằng cách đẩy mạnh dạy ","Vietnamese"
"cho người dân. Chữ Hán và chữ Nôm vẫn được một lượng ngư","Vietnamese"
"ệt sử dụng song song cùng chữ Quốc ngữ, nhưng đến nă","Vietnamese"
"hỏi chương trình giáo dục của Việt Nam Dân chủ Cộng hòa vì độ phổ biến ở Việt Nam không còn nhiều.","Vietnamese"
"ại Việt Nam hiện nay, người dân chủ yếu sử dụng chữ Quốc ngữ là chính, c","Vietnamese"
"chữ Hán và chữ Nôm thường dùng trong các hoạt động liên quan","Vietnamese"
"tìm hiểu lịch sử và văn học cổ, và được giảng dạy t","Vietnamese"
"rong chuyên ngành Hán Nôm bậc đại học cũng như tại c","Vietnamese"
"ổ chức phong trào dạy học chữ Hán và chữ N","Vietnamese"
"ử dụng trong tiếng Việt. Trái ngược lại là cộng đồn","Vietnamese"
"ông bị ảnh hưởng bởi chính sách thay","Vietnamese"
"ữ Nôm bằng chữ Quốc ngữ của Thực dân Pháp","Vietnamese"
"p đô hộ), những thế hệ con cháu ở đây không bị gián đoạn chuyện đi học và không bị mù chữ","Vietnamese"
"Người Kinh bản địa ở Đông Hưng vẫn duy trì được sự phổ biến của chữ Hán và chữ Nôm trong cộng đồng và vẫn dùn","Vietnamese"
"ăn tự chính cho tiếng Việt ở thời hiện đại giống ","Vietnamese"
"người Việt xưa, thay vì dùng chữ Latin","Vietnamese"
"Do ký tự có dấu phải mã hóa mất lượng bộ nhớ","Vietnamese"
"ớn hơn ký tự không dấu, việc tin nhắn","Vietnamese"
"ước đây người Việt thường nhắn tin","Vietnamese"
"chữ Việt Nam được cho là việc đổi ngược lại của quốc hiệu","Vietnamese"
"trong các quốc hiệu Đại Cồ Việt và Đại Việt","Vietnamese"
"Các nhà nước trong lịch sử Việt Nam có những quốc hiệu khác nhau","Vietnamese"
"các phương tiện thông tin đại chúng","Vietnamese"
"Dựa trên từ vựng cơ bản và ngữ pháp, tiếng Việt được phân loại là một ngôn ngữ thuộc","Vietnamese"
"Tiếng Việt là ngôn ngữ có nhiều người nói nhất trong ngữ hệ này ","Vietnamese"
"nhiều hơn tổng số người nói của tất cả các ngôn ngữ còn lại trong ngữ hệ","Vietnamese"
"Tiếng Việt cũng chịu nhiều ảnh hưởng về từ tiếng Hán","Vietnamese"
"do vậy là ngôn ngữ có it điểm tương đồng nhất với các ngôn ngữ khác trong ngữ hệ Nam Á","Vietnamese"
"Trước thế kỉ 20, tiếng Việt thường được viết bằng","Vietnamese"
"chính tiếng Việt ở Việt Nam được viết bằng chữ Quốc ngữ theo","Vietnamese"
"Về sau, qua quá trình giao thoa với Hoa ngữ và nhất là với các ngữ thuộc","Vietnamese"
"hống thanh điệu trong tiếng Việt xuất hiện và có diện mạo như ngày nay, theo quy luật hình thành thanh điệu","Vietnamese"
"rong quá trình biến đổi, các phụ âm cuối rụng đi làm thay đổi các kết thúc âm tiết ","Vietnamese"
"với các tiếng nước ngoài khác). Hiện nay có 1945","Vietnamese"
"bảo hộ sử dụng nhằm thay thế chữ Hán với chữ Nôm để đồng văn tự vớ","Vietnamese"
"Cùng thời gian này, ai đó xây riêng 1 hệ thống chữ viết cho người Việt theo nguyên tắc ghi âm tiết phát triển","Vietnamese"
"hững khái niệm chính trị xã hội, kỹ thuật mới dẫn đến việc nhập các thuật ngữ","Vietnamese"
"có xu hướng chuyển sang sử dụng","Vietnamese"
"Anh thay vì từ âm của ngôn ngữ gốc, dịch trung gian tên riêng qua tiếng Anh hoặc tiếng Trung)","Vietnamese"
"Các từ và từ tố Hán Việt tạo ra các từ ngữ mới cho tiếng Việt như sĩ diện, phi công, bao gồm, sống động, sinh đẻ, vân vân","Vietnamese"
"ầng lớp trí thức mở rộng tạo tiền đề cho một nền văn chương của người Việt bằng cổ văn phát triển với các áng văn ","Vietnamese"
"quan hệ Bắc-Nam đã kết nối lại. Gần đây, sự phổ biến hơn của các phương tiện truyền thanh và truyền hình trên toàn quốc góp phần chuẩn hóa tiếng Việ","Vietnamese"
"Những người làm việc ở mảng ","Vietnamese"
"và phương tiện truyền thông đôi khi đưa tên riêng nước ngoài đưa vào tiếng Việt lại thiếu tìm hiểu và chọn lọc ","Vietnamese"
"Anh thay vì từ âm của ngôn ngữ gốc, dịch trung gian tên riêng qua tiếng Anh hoặc tiếng Trung)","Vietnamese"
"khiến mọi người theo dõi cũng dùng sai theo, trải qua một thời gian dài","Vietnamese"
"sửa lại đúng tương ứng với ngôn ngữ gốc được","Vietnamese"
"truyền thông Việt Nam hay dùng nguồn tin tiếng Anh thay vì tiếng Nhật","Vietnamese"
"Tiếng Việt có sự thay đổi trong giọng nói từ Bắc vào Nam,","Vietnamese"
"Những tiếng địa phương này khác nhau ở giọng điệu và từ địa phương","Vietnamese"
"mọi âm tiết của tiếng Việt luôn mang 1 thanh điệu nào đó","Vietnamese"
"Do các thanh điệu của tiếng Việt trong chữ quốc ngữ biểu thị bằng các dấu thanh còn","Vietnamese"
"gọi là dấu nên một số người quen gọi các thanh điệu của tiếng Việt là các","Vietnamese"
"Có sự khác biệt về số lượng thanh điệu và ","Vietnamese"
"ủa thanh điệu giữa các phương ngôn của tiếng Việt, thanh điệu có tê","Vietnamese"
"có tên gọi giống nhau không đồng nghĩa với việc nói chúng sẽ giống nhau trong m","Vietnamese"
"hương ngôn của tiếng Việt. Phương ngôn tiếng Việt Bắc","Vietnamese"
" 6 thanh điệu, phương ngôn tiếng Việt Trung Bộ và Nam Bộ có 5 thanh điệu. Thanh điệu của tiếng Việt tiêu chuẩn gồm 6 thanh: ngang (còn gọi là thanh không dấu do chữ quốc ngữ không có dấu thanh cho thanh ","Vietnamese"
"hưng lại thiếu các quy định cụ thể về việc lấy cách phát âm tro","Vietnamese"
"hương ngôn nào của tiếng Việt làm cách phát âm tiêu chuẩn cho 6 thanh điệu này.","Vietnamese"
"Các quan hệ ngữ pháp thể hiện chủ yếu thông qua hệ thống","Vietnamese"
"à cách sắp xếp trật tự từ trong câu. Trật tự từ thông dụng nhất trong ","Vietnamese"
"Tuy nhiên, trật tự trong câu có thể trong một số trường hợp sắp xếp theo kiểu ngô","Vietnamese"
" nổi bật chủ đề, vì thế mà 1 câu có thể theo trật tự Phụ ng","Vietnamese"
"Vị trí các từ sắp xếp theo thứ tự, từ mang ý chính đứng trước từ mang ý phụ đứng sau ","Vietnamese"
"ổ sung nghĩa cho từ mang ý chính, tương tự như danh từ đứng trước tính từ","Vietnamese"
"au bổ sung nghĩa cho danh từ.","Vietnamese"
"những từ xuất hiện lâu hơn trong tiếng Việt, biểu thị những","Vietnamese"
"khái niệm cơ bản nhất trong đời sống hằng ngày","Vietnamese"
"Do có sự tiếp xúc từ sớm hơn với các ngôn ngữ nhóm Tày","Vietnamese"
"ác từ tương ứng trong các tiếng này có sự giống nhau nhất định về","Vietnamese"
"Sự tiếp xúc giữa tiếng Việt và ","Vietnamese"
"rời rạc hơn chủ yếu thông qua đường khẩu ngữ qua sự tiếp xúc giữa","Vietnamese"
"sự tiếp nhận các từ ngữ Hán một cách có hệ thống qua đường sách vở","Vietnamese"
"đọc theo ngữ âm đời Đường tuân thủ nguyên tắc ngữ","Vietnamese"
"chúng hiện diện một số lĩnh vực của đời sống xã hội.","Vietnamese"
"thâm nhập vào tiếng Việt. Sự ảnh hưởng này là do tiếng Pháp","Vietnamese"
"Nhìn chung, khi đưa vào tiếng Việt, những từ này đã Việt hoá về mặt âm đọc","Vietnamese"
"thêm thanh điệu, thay đổi âm hoặc giảm bớt âm tiết","Vietnamese"
"Những từ đơn âm tiết (hoặc đơn âm hoá), vay mượn qua khẩu ngữ thâm nhập vào tiếng Việt. ","Vietnamese"
"iếng Việt phổ thông tiếp nhận 1 phần tiếng dân tộc thiểu số,","Vietnamese"
"từ thông dụng và tên riêng của người hay địa vật và","Vietnamese"
"Các từ này có thể có vần "phi Việt". Quá trình này diễn ra trong lịch sử","Vietnamese"
"Chữ Quốc ngữ từ lúc ra đời tuy có hơn 200 năm hình thành và phát triển","Vietnamese"
"nhưng chưa đủ phổ biến để là văn tự chính ở Việt Nam v","Vietnamese"
"chính của tiếng Việt trong hàng trăm năm qua, đang ","Vietnamese"
"Được mọi người trong xã hội sử dụng phổ biến nên không có lý ","Vietnamese"
"chính quyền thuộc địa bảo hộ chữ Quốc ngữ và cổ súy thay thế chữ Hán Nôm để tiếng Việt đồng văn tự Latinh vớ","Vietnamese"
"Kỳ và Trung Kỳ để dễ dàng phổ biến tiếng Ph","Vietnamese"
"Còn các nhà cải cách Việt Nam ủng hộ việc truyền bá hệ chữ L","Vietnamese"
"ấn dân khí. Cải cách giáo dục năm 1906 của vu","Vietnamese"
"ũng bao gồm chương trình dạy chữ Quốc ngữ. ","Vietnamese"
"rong giai đoạn này, sự bóc lột","Vietnamese"
"Việt Nam Dân chủ Cộng hòa lập quốc","Vietnamese"
"u nhanh chóng giải quyết nạn mù chữ bằng cách đẩy mạnh dạy ","Vietnamese"
"cho người dân. Chữ Hán và chữ Nôm vẫn được một lượng ngư","Vietnamese"
"ệt sử dụng song song cùng chữ Quốc ngữ, nhưng đến nă","Vietnamese"
"hỏi chương trình giáo dục của Việt Nam Dân chủ Cộng hòa vì độ phổ biến ở Việt Nam không còn nhiều.","Vietnamese"
"ại Việt Nam hiện nay, người dân chủ yếu sử dụng chữ Quốc ngữ là chính, c","Vietnamese"
"chữ Hán và chữ Nôm thường dùng trong các hoạt động liên quan","Vietnamese"
"tìm hiểu lịch sử và văn học cổ, và được giảng dạy t","Vietnamese"
"rong chuyên ngành Hán Nôm bậc đại học cũng như tại c","Vietnamese"
"ổ chức phong trào dạy học chữ Hán và chữ N","Vietnamese"
"ử dụng trong tiếng Việt. Trái ngược lại là cộng đồn","Vietnamese"
"ông bị ảnh hưởng bởi chính sách thay","Vietnamese"
"ữ Nôm bằng chữ Quốc ngữ của Thực dân Pháp","Vietnamese"
"p đô hộ), những thế hệ con cháu ở đây không bị gián đoạn chuyện đi học và không bị mù chữ","Vietnamese"
"Người Kinh bản địa ở Đông Hưng vẫn duy trì được sự phổ biến của chữ Hán và chữ Nôm trong cộng đồng và vẫn dùn","Vietnamese"
"ăn tự chính cho tiếng Việt ở thời hiện đại giống ","Vietnamese"
"người Việt xưa, thay vì dùng chữ Latin","Vietnamese"
"Do ký tự có dấu phải mã hóa mất lượng bộ nhớ","Vietnamese"
"ớn hơn ký tự không dấu, việc tin nhắn","Vietnamese"
"ước đây người Việt thường nhắn tin","Vietnamese"
"chữ Việt Nam được cho là việc đổi ngược lại của quốc hiệu","Vietnamese"
"trong các quốc hiệu Đại Cồ Việt và Đại Việt","Vietnamese"
"Các nhà nước trong lịch sử Việt Nam có những quốc hiệu khác nhau","Vietnamese"
"các phương tiện thông tin đại chúng","Vietnamese"
"Dựa trên từ vựng cơ bản và ngữ pháp, tiếng Việt được phân loại là một ngôn ngữ thuộc","Vietnamese"
"Tiếng Việt là ngôn ngữ có nhiều người nói nhất trong ngữ hệ này ","Vietnamese"
"nhiều hơn tổng số người nói của tất cả các ngôn ngữ còn lại trong ngữ hệ","Vietnamese"
"Tiếng Việt cũng chịu nhiều ảnh hưởng về từ tiếng Hán","Vietnamese"
"do vậy là ngôn ngữ có it điểm tương đồng nhất với các ngôn ngữ khác trong ngữ hệ Nam Á","Vietnamese"
"Trước thế kỉ 20, tiếng Việt thường được viết bằng","Vietnamese"
"chính tiếng Việt ở Việt Nam được viết bằng chữ Quốc ngữ theo","Vietnamese"
"Về sau, qua quá trình giao thoa với Hoa ngữ và nhất là với các ngữ thuộc","Vietnamese"
"hống thanh điệu trong tiếng Việt xuất hiện và có diện mạo như ngày nay, theo quy luật hình thành thanh điệu","Vietnamese"
"rong quá trình biến đổi, các phụ âm cuối rụng đi làm thay đổi các kết thúc âm tiết ","Vietnamese"
"với các tiếng nước ngoài khác). Hiện nay có 1945","Vietnamese"
"bảo hộ sử dụng nhằm thay thế chữ Hán với chữ Nôm để đồng văn tự vớ","Vietnamese"
"Cùng thời gian này, ai đó xây riêng 1 hệ thống chữ viết cho người Việt theo nguyên tắc ghi âm tiết phát triển","Vietnamese"
"hững khái niệm chính trị xã hội, kỹ thuật mới dẫn đến việc nhập các thuật ngữ","Vietnamese"
"có xu hướng chuyển sang sử dụng","Vietnamese"
"Anh thay vì từ âm của ngôn ngữ gốc, dịch trung gian tên riêng qua tiếng Anh hoặc tiếng Trung)","Vietnamese"
"Các từ và từ tố Hán Việt tạo ra các từ ngữ mới cho tiếng Việt như sĩ diện, phi công, bao gồm, sống động, sinh đẻ, vân vân","Vietnamese"
"ầng lớp trí thức mở rộng tạo tiền đề cho một nền văn chương của người Việt bằng cổ văn phát triển với các áng văn ","Vietnamese"
"quan hệ Bắc-Nam đã kết nối lại. Gần đây, sự phổ biến hơn của các phương tiện truyền thanh và truyền hình trên toàn quốc góp phần chuẩn hóa tiếng Việ","Vietnamese"
"Những người làm việc ở mảng ","Vietnamese"
"và phương tiện truyền thông đôi khi đưa tên riêng nước ngoài đưa vào tiếng Việt lại thiếu tìm hiểu và chọn lọc ","Vietnamese"
"Anh thay vì từ âm của ngôn ngữ gốc, dịch trung gian tên riêng qua tiếng Anh hoặc tiếng Trung)","Vietnamese"
"khiến mọi người theo dõi cũng dùng sai theo, trải qua một thời gian dài","Vietnamese"
"sửa lại đúng tương ứng với ngôn ngữ gốc được","Vietnamese"
"truyền thông Việt Nam hay dùng nguồn tin tiếng Anh thay vì tiếng Nhật","Vietnamese"
"Tiếng Việt có sự thay đổi trong giọng nói từ Bắc vào Nam,","Vietnamese"
"Những tiếng địa phương này khác nhau ở giọng điệu và từ địa phương","Vietnamese"
"mọi âm tiết của tiếng Việt luôn mang 1 thanh điệu nào đó","Vietnamese"
"Do các thanh điệu của tiếng Việt trong chữ quốc ngữ biểu thị bằng các dấu thanh còn","Vietnamese"
"gọi là dấu nên một số người quen gọi các thanh điệu của tiếng Việt là các","Vietnamese"
"Có sự khác biệt về số lượng thanh điệu và ","Vietnamese"
"ủa thanh điệu giữa các phương ngôn của tiếng Việt, thanh điệu có tê","Vietnamese"
"có tên gọi giống nhau không đồng nghĩa với việc nói chúng sẽ giống nhau trong m","Vietnamese"
"hương ngôn của tiếng Việt. Phương ngôn tiếng Việt Bắc","Vietnamese"
" 6 thanh điệu, phương ngôn tiếng Việt Trung Bộ và Nam Bộ có 5 thanh điệu. Thanh điệu của tiếng Việt tiêu chuẩn gồm 6 thanh: ngang (còn gọi là thanh không dấu do chữ quốc ngữ không có dấu thanh cho thanh ","Vietnamese"
"hưng lại thiếu các quy định cụ thể về việc lấy cách phát âm tro","Vietnamese"
"hương ngôn nào của tiếng Việt làm cách phát âm tiêu chuẩn cho 6 thanh điệu này.","Vietnamese"
"Các quan hệ ngữ pháp thể hiện chủ yếu thông qua hệ thống","Vietnamese"
"à cách sắp xếp trật tự từ trong câu. Trật tự từ thông dụng nhất trong ","Vietnamese"
"Tuy nhiên, trật tự trong câu có thể trong một số trường hợp sắp xếp theo kiểu ngô","Vietnamese"
" nổi bật chủ đề, vì thế mà 1 câu có thể theo trật tự Phụ ng","Vietnamese"
"Vị trí các từ sắp xếp theo thứ tự, từ mang ý chính đứng trước từ mang ý phụ đứng sau ","Vietnamese"
"ổ sung nghĩa cho từ mang ý chính, tương tự như danh từ đứng trước tính từ","Vietnamese"
"au bổ sung nghĩa cho danh từ.","Vietnamese"
"những từ xuất hiện lâu hơn trong tiếng Việt, biểu thị những","Vietnamese"
"khái niệm cơ bản nhất trong đời sống hằng ngày","Vietnamese"
"Do có sự tiếp xúc từ sớm hơn với các ngôn ngữ nhóm Tày","Vietnamese"
"ác từ tương ứng trong các tiếng này có sự giống nhau nhất định về","Vietnamese"
"Sự tiếp xúc giữa tiếng Việt và ","Vietnamese"
"rời rạc hơn chủ yếu thông qua đường khẩu ngữ qua sự tiếp xúc giữa","Vietnamese"
"sự tiếp nhận các từ ngữ Hán một cách có hệ thống qua đường sách vở","Vietnamese"
"đọc theo ngữ âm đời Đường tuân thủ nguyên tắc ngữ","Vietnamese"
"chúng hiện diện một số lĩnh vực của đời sống xã hội.","Vietnamese"
"thâm nhập vào tiếng Việt. Sự ảnh hưởng này là do tiếng Pháp","Vietnamese"
"Nhìn chung, khi đưa vào tiếng Việt, những từ này đã Việt hoá về mặt âm đọc","Vietnamese"
"thêm thanh điệu, thay đổi âm hoặc giảm bớt âm tiết","Vietnamese"
"Những từ đơn âm tiết (hoặc đơn âm hoá), vay mượn qua khẩu ngữ thâm nhập vào tiếng Việt. ","Vietnamese"
"iếng Việt phổ thông tiếp nhận 1 phần tiếng dân tộc thiểu số,","Vietnamese"
"từ thông dụng và tên riêng của người hay địa vật và","Vietnamese"
"Các từ này có thể có vần "phi Việt". Quá trình này diễn ra trong lịch sử","Vietnamese"
